gold,estate,cryto,stock,class,risk,profit
17.07,41.35,1005.88,83.43,A,N,464.6
27.43,64.96,999.72,67.94,C,N,431.21
23.1,60.08,1017.69,65.44,B,Y,451.01
28.25,71.77,1006.36,67.03,A,N,429.39
30.92,78.05,1011,59.62,C,N,434.12
26.75,58.33,1013.55,45.47,C,Y,444.09
6.62,41.14,1027.33,86.24,A,Y,479.74
12.69,40.75,1016.05,82.92,C,N,472.68
18.04,44.88,1017.96,66.3,B,Y,461.13
19.15,56.53,1019.95,84.1,C,Y,456.4
12.08,40.24,1016.63,92.32,C,N,474.07
15.67,48.78,1013.76,88.92,C,N,462.96
34.63,74.33,1011.7,31.45,C,Y,428.54
7.46,41.26,1009.63,96.51,A,N,482.83
19.61,56.53,1019.69,77.13,A,N,454.22
10.96,41.93,1019.28,87.38,B,N,473.28
24.15,63.13,1013.8,92.1,B,Y,440.15
8.09,38.5,1012.99,67.31,A,Y,484.81
21.59,48.06,1012.72,77.13,C,Y,446.83
25.03,59.21,1017.28,56.96,A,Y,446.33
10.24,41.58,1021.17,94.34,C,N,465.86
24.2,57.85,1013.05,70.29,C,Y,446.87
20.24,58.41,1013.73,99.59,C,N,449.49
31.82,73.68,1014.8,40.58,C,N,433.32
14.17,39.59,1010.99,94.08,B,N,464.17
10.07,34.69,1028.09,70.52,A,N,478.65
29.79,68.24,1009.19,65.49,B,N,428.44
12.51,43.67,1013.24,91.55,C,N,471.96
18.91,59.21,1017.76,90.49,B,N,450.24
7.98,39.61,1018.57,77.04,C,N,479.78
31.67,69.68,1012.38,46.52,C,N,439.72
17.59,65.48,1018.96,81.34,C,N,454.51
25.96,60.32,1016.17,55.51,B,Y,443.44
15.35,35.4,1016.3,57.12,C,Y,468.94
22.39,48.14,1014.56,64.31,B,Y,448.58
30.85,67.45,1014.53,32.99,C,Y,430.8
24.02,64.63,1020.49,55.17,B,Y,449.66
16.25,40.89,1011.09,62.7,B,N,464.33
24.33,46.93,1013.51,52.63,C,N,449.07
28.78,64.96,999.75,56.43,C,Y,432.66
25.01,59.54,1007.91,80.93,A,Y,441.3
22.98,58.46,1016.06,72.69,C,N,445.05
17.85,46.48,1007.79,83.59,B,N,458.16
24.24,71.58,1010.15,91.14,C,N,437.75
5.09,42.85,1013.78,91.34,A,Y,481.24
12.68,40.69,1014.46,79.77,A,Y,475.37
29.56,52.84,1006.09,42.17,A,N,436.46
18.46,42.18,1001.47,97.61,C,Y,458.67
10.07,40.46,1018.65,69.2,C,Y,470.99
21.49,56.9,1007.47,66.66,C,N,452.46
16.69,53.82,1015.39,63.62,B,Y,458.96
28.77,58.33,1013.73,36.6,B,N,448.06
15.03,42.44,1014.25,94.52,A,N,464.91
28.62,70.32,1008.87,46.67,C,Y,431.03
14.84,71.14,1019.61,66.78,B,N,454.16
23.33,58.95,1017.93,66.37,B,N,442.71
26.1,66.25,1009.25,84.52,C,Y,441.53
12.72,39.13,1008.36,92.59,B,Y,467.28
26.34,69.45,1013.87,54.15,C,Y,438.5
30.54,70.17,999.42,64.32,B,N,434.62
7.09,43.65,1019.6,72.1,A,N,483.42
23.47,59.22,1013.44,83.33,B,Y,442.13
9.78,41.93,1023.18,75.05,C,Y,484.03
13.61,41.74,1021.66,62.83,B,Y,471.79
24.96,74.99,1008.25,80.52,C,N,440.91
25.68,59.44,1012.33,67.29,B,N,444.36
23.01,59.44,1012.82,82.62,B,Y,445.72
30.28,58.9,1005.03,54.59,B,Y,439.06
5.86,40.62,1017.03,85.06,B,N,480.71
9.68,39.61,1015.63,74.5,C,Y,475.02
26.04,71.14,1011.66,68.95,B,Y,433.78
12,39.35,1015.48,82.51,C,N,476.64
15.45,46.63,1012.6,85.47,A,N,464.37
30.09,69.48,1009.51,53.24,B,Y,435.2
11.23,41.17,1019.36,56.85,C,N,475.85
10.59,41.93,1017.7,92.91,B,N,479.85
19.89,51.43,1007.33,92.08,C,N,448.98
14.35,40.71,1023.09,69.5,B,N,473.56
5.47,40.62,1018.66,83.61,A,Y,481.56
16.11,44.92,1025.37,79.85,B,Y,460.99
26.03,59.07,1007.3,82.52,A,Y,440.6
30.61,68.84,1011.18,52.5,B,N,439.9
22.54,63.07,1011.71,81.64,C,Y,442.28
11.67,40.23,1017.65,82.48,C,Y,475.07
11.71,41.44,1015.37,79.95,C,N,474.22
10.91,39.61,1018.44,64.38,A,Y,469.42
29.53,70.94,1007.22,70.68,C,Y,432.43
30.54,69.14,1007.25,70.46,C,N,435.46
10.72,45,1023.22,86.95,B,N,480.62
25.54,48.41,1010.51,55.34,C,Y,437.58
24.89,64.27,1013.52,64.65,C,Y,444.21
29.33,52.84,1006.04,44.3,A,N,438.25
9.33,39.96,1024.55,98.58,C,N,473.78
20.76,58.18,1007.8,99.22,A,N,449.25
28.78,60.07,1014.54,49.03,C,Y,439.74
19.62,43.56,1012.89,37.6,C,N,463.33
24.92,60.95,1014.88,60.58,A,N,445.44
11.33,41.16,1019.05,87.13,A,Y,468.87
22.12,63.91,1009.61,90.83,B,Y,447.77
18.27,51.43,1010.38,88.39,A,Y,460.41
15.9,41.35,1005.35,92.89,A,N,464.93
14.67,71.14,1019.84,77.72,B,Y,458.8
17.94,37.2,1012.64,68.11,B,N,467.65
18.92,44.63,1020.32,47.81,A,N,451.64
15.27,56.89,1013.28,86.92,A,Y,456.72
16.31,68.28,1003.98,98.62,C,N,450.33
4.99,41.03,1022.33,83.11,C,N,493.16
24.07,71.97,1008.83,94.87,A,N,441.84
20.03,62.26,1012.15,82.54,B,N,447.4
15.83,41.67,1013.39,74.12,B,N,464.93
25.44,70.17,1000.65,91.89,C,Y,433.02
23.38,52.84,1005.27,82.98,A,N,440.28
30.17,64.79,1017.06,43.81,C,Y,439.75
29.97,73.06,1009.41,78.26,B,Y,430.37
6.86,42.49,1007.95,93.96,C,Y,486.14
21.87,49.39,1019.99,67.05,B,N,451.97
20.46,51.43,1007.31,93.25,C,N,444.88
12.03,40.1,1015.32,85.39,C,N,474.94
32.21,68.3,1014.94,49.38,B,Y,429.66
33.08,69.75,1009.03,43.69,B,N,434.98
5.66,35.79,1013.86,94.42,C,Y,484.15
19.35,50.12,1005.43,100.1,A,N,447.43
23.43,51.43,1011.31,73.55,A,Y,444.09
11.18,37.5,1013.32,74.32,C,N,472.02
28.37,72.86,1004.81,53.52,C,N,441.37
11.49,39.22,1016.35,53.11,B,N,471.47
18.87,43.43,1009.16,69.5,B,N,454.58
20.3,59.8,1015.24,78.75,C,Y,453.29
12.39,49.83,1007.6,92.43,B,N,468.43
33.13,74.34,999.57,48.34,A,Y,433.73
18.26,59.15,1012.38,85.74,C,Y,452.03
11.21,41.06,1021.75,77,B,N,474.03
18.19,44.06,1017.24,78.73,C,N,456.13
12.6,41.74,1022.13,67.89,C,Y,474.23
20.18,43.43,1011.31,65.11,B,N,450.09
22.89,65.34,1015.53,61,B,N,450.53
12.19,44.63,1018.96,80.91,A,Y,468.91
25.86,59.07,1008.59,81.28,C,N,440.9
15.33,52.05,1014.15,80.56,A,N,452.82
17.3,62.1,1020.28,88.06,B,Y,450.83
11.52,40.75,1016.23,85.18,B,Y,477.19
32.09,79.74,1006.92,61.5,B,Y,432.85
24.82,72.99,1007.81,84.72,B,N,435.68
27.85,66.44,1008.48,77.15,C,N,429
25.72,74.67,1016.64,75.93,B,N,434.83
25.61,74.22,1010.26,75.15,C,Y,438.45
22.18,45.09,1014.04,43.13,B,Y,455.4
13.92,41.16,1003.83,88.69,C,Y,465.33
14.26,44.2,1019.81,76.46,A,Y,462.87
27.02,71.25,1000.48,87.86,A,Y,438.33
14.29,37.85,1009.98,92.81,C,Y,468.63
11.23,41.17,1019.36,56.85,B,Y,475.85
17.57,43.7,1015.53,67.22,A,N,463.64
12.67,41.16,1016.92,92.8,A,N,462.35
27.42,65.74,1013.43,69.42,C,N,440.52
15.63,43.02,1012.57,40.32,C,N,466.69
13.74,44.21,1023.26,84.2,A,Y,466.67
29.61,67.07,1005.91,39.28,C,N,434.14
30.39,66.54,1002.7,59.15,C,N,428.89
15.24,44.45,1020.56,66.13,C,Y,460.94
12.52,42.34,1018.67,95.29,B,N,464.71
24.56,51.86,1014.43,68.85,C,N,447.57
16.39,58.59,1014.58,90.34,A,N,455.05
10.64,41.04,1025,93.59,A,Y,468.88
18.06,65.48,1018.79,77.95,A,N,454.34
12.81,44.58,1016.49,80.76,A,Y,475.5
10.03,42.18,1017.3,85.99,C,N,475.74
22.74,58.12,1015.16,79.58,B,N,447.86
20.65,41.67,1012.76,45.27,C,N,455.5
8.19,41.66,1016.57,75.38,B,N,485.2
14.08,39.31,1011.67,72,A,Y,464.16
8.74,40.03,1016.81,93.37,B,Y,481.07
28.9,68.84,1011.64,64.44,B,N,437.06
13.95,40.2,1013.18,90.77,C,N,464.79
7.89,40.46,1019.61,74.53,C,N,477.27
25.17,64.79,1017.87,63.26,C,Y,442.15
26.94,68.24,1010.49,76.58,B,Y,430.34
14.08,40.73,1017.52,91.49,C,N,461.58
14.32,40.78,1024.49,73.84,C,Y,457.92
24.63,59.57,1010.45,85.36,A,N,440.67
26.59,69.13,1009.27,73.96,A,N,430.11
11.62,39.72,1018.4,68.06,C,Y,471.56
17.32,43.7,1015.13,61.66,B,Y,464.5
20.39,64.15,1021.31,62.35,C,N,457.37
11.64,41.39,1017.36,83.4,A,Y,479.53
22.08,55.5,1018.42,58.46,B,N,455.79
17.77,52.9,1020.11,81.51,B,N,457.98
22.43,69.84,1006.94,75.54,A,N,436.19
21.87,66.86,1013.01,57.39,B,N,453.62
25.59,72.43,1007.88,82.98,A,N,432.49
15.24,40,1017.34,65.16,C,Y,454.64
8.14,37.49,1009.04,80.33,C,Y,480.66
21.2,59.39,1014.04,85.06,C,Y,444.57
10.9,39.64,1010.58,64.88,C,N,477.04
17.23,41.1,1002.45,68.88,C,Y,464.18
14.03,49.83,1006.64,90.01,C,Y,463.71
8.42,42.28,1008.4,87.78,B,N,481.91
29.09,47.93,1003.05,48.13,A,Y,438.97
4.08,35.19,1018.87,97.07,C,Y,489.44
29.72,68.08,1010.72,53.46,A,N,430.36
5.98,41.31,1001.66,89.5,A,N,484.51
28.83,64.96,1000.05,63.57,B,Y,429.13
12.9,43.41,1015.92,59.15,C,N,464.26
34.61,73.03,1013.61,36.91,C,Y,438.56
18.32,47.83,1005.06,87.21,A,Y,454.11
27.37,72.58,1008.16,79.94,C,Y,428.05
16.02,44.21,1020.97,85.64,A,Y,462.51
22.1,74.87,1009.4,85.78,A,Y,442.83
6.93,39.81,1017.25,87.29,C,Y,484.98
6.75,39.37,1020.26,70.99,B,Y,486.26
25.42,67.25,1017.92,68.61,A,Y,439.43
23.05,58.86,1013.84,62.21,C,N,445.46
7.23,41.22,1015.23,98.04,C,Y,483.31
22.59,59.43,1005.85,84.02,C,Y,442
9.06,39.66,1019.64,76.98,B,N,479.53
11.82,41.17,1019.5,55.74,A,Y,475.61
25.14,60.93,1007.44,76.71,A,N,437.4
25.21,70.04,1009.51,76.13,A,N,432.93
10.54,41.93,1016.64,93.52,C,Y,479.65
32.42,75.08,1004.82,41.62,C,Y,436.26
19.88,44.6,1015.52,37.85,A,N,467.68
24.73,70.72,1009.82,88.79,C,N,439.3
12.67,48.14,1017.41,83.63,A,N,463.68
11.02,40.81,1016.31,78.13,C,N,474.01
18.09,48.92,1010.6,52.11,B,N,455.07
19.67,44.71,1015.46,31.46,A,N,464.99
19.96,56.03,1020.59,64.95,B,Y,454.67
12.3,40.69,1015.74,82.58,C,N,474.46
21.99,51.19,1009.19,82.58,A,N,446.93
25.35,71.98,1006.83,88.44,C,N,435.72
6.22,38.68,1017.87,69.41,A,Y,483.55
15.69,37.87,1021.18,84.38,B,N,465.41
21.44,60.32,1015.2,81.1,C,N,448.84
24.27,63.9,1013.5,61.09,B,N,450.26
21.55,60.27,1017.42,92.59,A,Y,443.93
23.74,49.5,1013.2,49.51,B,N,463.4
11.94,44.2,1017.97,82.93,B,Y,474.02
23.45,70.04,1010.99,79.2,A,Y,436.46
17.36,44.63,1020.49,54.21,C,Y,456.98
17.51,68.28,1004.36,94.87,B,N,449.59
22.23,46.93,1013.09,58.02,A,Y,448.27
27.01,52.3,1007.78,60.38,C,N,439.51
19.96,39.53,1006.16,62.77,B,Y,460.49
24.43,65.27,1013.25,55.4,A,Y,440.99
24.26,61.02,1009.78,76.68,C,N,442.86
23.45,66.48,1003.66,75.83,C,N,435.13
15.95,42.24,1017.71,69.32,B,N,465.35
23.03,54.42,1014.42,74.98,C,Y,453.77
15.47,48.98,1016.42,89.85,C,N,457.55
7.71,40.71,1021.53,95.48,B,Y,471.38
14.27,41.48,1014.83,62.7,A,N,458.19
11.02,41.17,1018.18,86.86,C,Y,477.62
23.25,72.99,1009.17,89.85,C,N,438.51
13.45,45.87,1008.42,87.74,C,N,464.59
12.87,39.3,1020.64,74.38,B,N,467.54
8.16,39.3,1019.39,85.38,B,N,483.17
27.93,73.68,1015.41,49.95,B,N,435.95
20.12,58.12,1015.47,79.38,A,N,453.33
16.5,39.72,1003.05,65.99,C,N,459.06
18.92,67.71,1008.19,64.53,B,Y,446.77
26.04,74.67,1016.68,81.2,A,N,433.55
19.23,45.01,1012.24,72.91,C,N,450.77
31.11,74.87,1009.11,54.86,C,Y,434.3
25.45,74.33,1015.53,80.95,A,N,435.12
14.56,25.88,1009.46,78.22,C,N,466.29
28.18,49.3,1003.97,55.56,A,Y,438.91
21.9,57.76,1017.45,66.89,A,Y,449.95
22.04,59.14,1017.34,84.75,C,N,442.45
29.83,71.98,1004.32,67.55,B,N,426.98
25.21,75.6,1017.19,69.84,A,N,445.84
31.11,71.8,1010.81,56.08,C,Y,437.2
18.94,48.7,1008.5,94.83,C,Y,451.38
23.34,59.44,1012.67,80.76,A,N,445.24
22.5,59.54,1007.99,93.63,A,N,445.22
32.38,77.24,1007.7,61.15,B,N,430.96
7.39,39.81,1019.45,85.02,A,N,482.99
21.84,59.39,1015.77,88.12,C,N,442.11
14.72,43.34,1013.07,85.61,C,Y,464.22
24.67,49.5,1013.62,59.42,B,Y,455.31
23.17,51.19,1009.5,76.15,A,N,441.77
19.66,59.87,1018.75,87.6,B,Y,446.28
23.95,59.92,1010.15,86.37,C,N,435.92
31.07,64.96,1005.2,58.93,A,Y,428.63
27.03,71.14,1010.33,66.25,A,N,430.41
10.96,37.5,1013.46,79.54,B,Y,471.05
7.84,41.39,1018.21,91.92,C,Y,485.66
31.3,67.17,1007.27,62.99,A,N,433.53
15.76,44.89,1010.33,85.06,C,N,459.67
23.09,45.01,1012.25,43.95,C,N,453.45
16.9,38.58,1014.09,70.11,C,Y,459.87
17.98,59.15,1012.09,83.03,C,N,451.97
13.86,40.66,1017.15,83.82,C,Y,463.49
15.47,46.48,1007.69,91.07,B,Y,462.58
7.11,40.77,1022.4,90.95,B,Y,475.55
29.52,77.24,1008.55,76.24,B,N,433.82
7.94,40.6,1015.3,92.14,A,Y,486.33
29.7,57.35,1005.63,57.35,B,Y,433.27
23.5,50.23,1017.51,75.15,B,N,457.51
20.03,60.77,1017.23,87.82,A,Y,449.31
8.49,36.25,1029.7,84.41,B,Y,480.35
12.48,40.67,1011.24,61.1,C,Y,475.96
9.96,42.03,1017.78,82.39,C,N,477.85
16.64,44.9,1021.02,70.34,C,N,460.93
14.35,35.71,1016.1,60.86,C,N,468.9
9.07,40.67,1014.41,70.39,B,N,484.5
12.57,41.66,1009.11,70.74,C,Y,475.61
9.32,37.73,1022.14,79.49,C,N,477.91
27.17,67.17,1006.76,81.59,A,Y,431.73
24.48,50.23,1017.03,66.89,C,N,456.02
6.69,36.24,1013.35,91.09,B,N,483.82
14.89,39.58,1012.26,77.58,A,Y,465.95
22.32,47.93,1004.07,86.95,A,Y,440.21
7.64,39.85,1012.78,88.09,B,Y,481.53
25.34,59.39,1014.02,73.58,C,N,439.8
6.05,42.85,1013.09,91.88,A,Y,485.02
16.72,53.82,1015.46,66.9,C,N,458.25
20.82,52.84,1004.13,79.42,C,Y,449.59
18.94,46.93,1010.22,75.45,C,N,441.41
22.72,69.84,1005.96,83.9,C,Y,436.7
22.02,69.45,1013.84,75.75,B,N,440.26
15.67,38.62,1015.76,66.29,B,Y,463.17
6.17,40.07,1013.7,58.99,A,Y,495.21
20.14,46.33,1013.24,83.39,C,Y,453.35
28.05,62.6,1017.01,46.46,A,N,449.73
9.77,41.44,1017.69,78.26,A,N,481.74
18.91,56.9,1006.98,84.07,C,N,448.24
15.55,43.02,1011.97,44.66,A,N,466.2
11.95,41.58,1015.83,89.35,A,N,464.57
15.33,37.2,1013.4,78.99,C,Y,466.81
25.62,60.29,1017.81,51.24,C,Y,444.94
26.75,56.57,1013.76,57.93,C,N,443.92
19.37,63.09,1018.79,81.52,C,Y,450.18
10.32,41.46,1017.98,87.66,C,N,479.61
16.85,41.35,1006.14,79.21,C,N,463.37
12.42,43.8,1023.13,79.8,B,N,466.59
20.3,48.41,1007.48,89.66,C,Y,446.68
14.1,42.74,1026.92,67.25,A,N,466.1
11.77,42.03,1017.63,79.35,A,N,472.22
26.16,59.87,1013.24,71.92,C,Y,446.73
26.85,69.84,1002.84,81.31,C,Y,426.58
12.86,40.6,1013.6,84.85,C,N,472.04
14.12,40.92,1022.46,73.28,B,N,459.76
12.87,39.3,1019.26,71.55,A,N,471.48
26.23,59.14,1016.98,75.54,B,Y,437.85
10.63,40.67,1017.13,66.12,C,N,483.27
15.62,41.76,1023.82,66.17,A,Y,459.72
25.95,73.77,1001.35,92.67,C,Y,432.21
18.77,39.54,1009.39,63.35,C,Y,458.58
10.22,45.01,1018.27,93.62,C,N,474.32
17.67,50.88,1015.64,90.55,B,Y,456.16
20.89,70.32,1011.22,89.68,C,Y,442.5
22.5,58.79,1017.48,73.02,C,Y,443.35
32.45,68.3,1015.26,44.12,C,Y,431.79
10.31,44.63,1020.55,88.62,B,Y,471.78
20.08,63.09,1019,77.06,A,N,448.74
28.28,56.9,1006.38,64.99,B,Y,445.61
8.4,38.5,1013.67,69.13,B,N,486.5
24.31,67.79,1010.64,76.15,C,Y,444.72
7.53,41.16,1023.19,91.28,A,N,475.7
25.17,72.39,1001.69,90.51,C,Y,432.45
6.9,40.62,1018.48,78.84,C,Y,479.97
23.03,44.89,1010.26,59.85,C,N,447.81
13.17,38.91,1016.55,74.47,A,Y,470.63
25.09,69.68,1012.18,91.33,C,N,439.77
19.13,40.79,1004.47,91.7,B,Y,457.83
29.56,73.88,1005.77,66.45,C,Y,436.6
31.93,70.4,1005.27,73.71,C,Y,432.29
13.8,42.99,1007.16,67.28,B,Y,470.93
27.61,49.16,1005.01,35.63,A,Y,441.18
16.36,43.99,1021.34,85.13,C,N,465.81
27.27,72.24,1010.69,78.09,A,Y,432.35
20.27,56.65,1020.75,67.12,C,Y,454.29
22.28,60.27,1018.98,84.12,C,N,443.44
26.99,62.26,1011.13,71.27,C,N,436.89
25.79,67.17,1007.89,81.38,A,N,440.75
29.49,69.71,1009.34,56.35,B,N,440.99
25.85,67.69,1007.7,70.14,A,N,434
25.82,69.68,1012.69,89.94,A,Y,439.58
24.67,68.14,1004.96,58.15,C,Y,438.4
30.09,64.96,1001.29,56.04,C,N,430.3
11.27,40.62,1017.03,61.94,B,N,471.26
20.28,68.63,1012.42,70.31,B,N,454.36
19.36,39.54,1008.97,58.92,A,Y,458.75
15.37,41.96,1011.58,96.76,C,N,466.02
13.79,45.08,1023.3,83.59,A,Y,465.69
24.35,73.17,1012.2,85.88,A,Y,435.66
20.51,63.09,1016.39,92.99,C,Y,445.86
21.93,61.45,1008.92,98.54,A,Y,443.91
28.24,71.58,1010.1,67.92,C,N,434.01
25.19,64.44,1014.75,64.38,A,Y,444.35
31.71,73.5,1010.63,40.17,C,N,430.45
24.88,63.31,1014.23,55.76,A,Y,441.54
30.65,71.98,1004.92,63.39,C,N,429.85
29.01,68.08,1010.74,52.51,B,Y,427.91
10.06,42.02,999.37,98.65,A,Y,477.82
14.66,41.92,1030.81,68.88,C,Y,464.57
26.12,68.51,1013.06,68.96,C,Y,433.11
23.92,61.87,1009.63,54.16,B,Y,441.15
21.88,59.39,1015.58,87.19,C,N,442.92
16,42.86,1013.88,81.74,C,Y,467.5
24.74,59.21,1012.18,74.2,C,N,440.36
6.93,40.67,1020.17,71.16,C,N,494.61
12.26,39.96,1011.79,79.06,A,N,470.87
14.44,40.8,1025.05,56.59,A,N,472.95
11.85,42.07,1017.92,93.45,A,Y,467.25
21.35,57.76,1017.36,73.1,C,N,452.57
27.31,65.12,1016.05,45.98,C,Y,440.06
23.59,43.77,1010.85,55.98,C,N,448.42
11.94,40.66,1016.61,96.11,C,N,467.99
24.97,50.23,1015.6,56.79,B,Y,454.35
24.78,57.19,1008.08,65.4,B,N,443.62
8.18,43.69,1017.16,88.16,B,N,487.83
13.75,40.66,1016.41,93.31,B,Y,461.81
15.52,43.7,1015.8,76.27,C,Y,466.38
14.98,43.99,1022.66,83.34,C,Y,462.32
13.42,40.78,1025.03,77.51,A,Y,459.04
24.05,72.24,1011.32,88.94,B,Y,437.81
29.75,74.87,1009.1,56.5,C,N,435.61
17.89,42.42,1008.92,65.08,A,N,467.59
27.84,72.39,1001.18,83.46,B,N,432.19
18.24,58.46,1017.38,86.92,B,Y,449.63
12,41.17,1019.48,58.71,B,Y,474.4
12.23,43.69,1016.46,84.4,B,Y,471.62
22.67,64.15,1021.02,70.49,C,N,453.47
16.73,37.2,1012.94,74.04,C,Y,463.89
21.65,56.89,1013.13,66.07,C,Y,445.93
21.18,45.01,1012.57,48.05,A,N,451.62
21.06,67.07,1004.9,84.09,C,Y,446.44
13.88,48.79,1017.28,79.4,A,Y,464.14
19.08,46.93,1010.6,75.21,C,Y,454.45
17.48,40.89,1011.39,62.45,C,N,462.59
16.23,43.69,1016.4,68.9,A,N,466.22
24.99,60.37,1005.66,74.87,B,N,437.67
12.53,44.03,1007.21,84.2,B,N,470.04
18.3,37.2,1012.23,68.09,C,N,470.42
7.51,41.66,1015.9,78.31,C,N,485.58
28.66,77.95,1009.56,69.07,B,Y,431.23
25.6,63.9,1013.16,53.19,C,Y,451.44
12.75,39.85,1012.51,62.37,A,Y,475.61
17.19,58.86,1016.74,85.97,A,N,451.87
30.51,60.75,1009.86,51,C,Y,435.57
8.23,40.77,1011.92,90.59,A,N,479.24
10.17,40.1,1014.05,91.9,C,Y,479.58
27.04,73.67,1006.82,77.45,B,N,431.1
10.74,40.92,1021.74,94.97,C,N,466.77
21.96,58.79,1010.51,87.32,C,Y,448.89
23.14,62.26,1011.87,66.44,C,N,444.38
27.41,69.98,1008.51,65.49,B,N,431.64
25.61,67.69,1009.22,68.76,C,N,437.78
18.55,61.87,1008.45,65.3,A,N,450.73
30.55,66.25,1009.15,63.52,B,Y,440.74
24.4,41.1,1002.14,38.75,C,Y,451.66
25.17,68.08,1012.83,60.87,C,N,437.01
22.1,65.06,1014.56,71.5,C,N,442.18
11.48,42.02,1000.29,94.76,A,N,471.43
24.04,59.43,1007.6,76.98,A,N,437.51
12.74,41.38,1021.92,56.67,C,Y,475.63
20.65,57.5,1016.04,87.45,A,N,448.22
9.6,41.03,1021.01,69.03,B,N,481.73
28.61,69.84,1004.24,67.74,A,Y,429.91
16.58,37.64,1015.23,81.59,B,Y,460.48
16.81,38.52,1018.26,75.21,A,N,459.01
5.46,40.81,1025.73,93.52,C,N,474.87
23.19,49.82,1014.59,70.52,C,Y,451.08
11.86,40.27,1008.06,72.91,C,N,474.57
20.36,66.05,1015.86,87.19,C,Y,450.23
25.14,63.47,1012.58,70.27,B,N,443.93
28.42,75.23,1010.25,56.8,A,N,435.64
10.96,45.01,1017.97,95.82,B,N,468.64
18.48,52.05,1012.41,68.2,B,N,458.62
16.48,41.35,1005.61,89.07,C,N,465.64
14.04,40.2,1013.29,89.54,A,N,465.25
22.24,41.1,1001.96,42.6,A,Y,451.95
11.77,40.71,1024.55,72.49,B,Y,477.94
32.41,58.9,1003.26,45.33,B,Y,439.11
17.8,62.26,1011.81,89.81,B,Y,451.62
19.08,59.15,1013.1,81.82,B,Y,451.33
11.72,40.35,1012.08,83.98,B,N,476.41
27.92,68.12,1011.54,49.8,A,N,437.51
22.73,66.75,1018.13,84.06,C,N,437.93
30.67,72.86,1004.25,52.72,A,Y,432.76
26.81,61.47,1009.68,68.34,B,Y,443.66
15.39,39.31,1008.78,66.67,C,N,461.39
22.92,61.9,1013.27,78.32,A,Y,446.08
29.53,71.43,1011.79,57.41,C,Y,438.78
32.84,68.14,1003.59,43.88,C,N,425.18
15.78,41.48,1015.55,52.17,A,Y,454.25
6.65,40.69,1020.11,89.84,A,N,479.35
14.64,53.82,1016.33,60.59,C,Y,463.18
15.12,41.79,1007.16,82.35,A,Y,455.63
28.36,69.88,1007.75,84.17,A,Y,434.03
24.27,74.93,1012.73,73.81,B,Y,443.06
27.77,51.43,1006.58,69.01,C,Y,438.7
11.17,39.72,1002.4,81.4,C,N,474.64
23.71,67.17,1007.27,90.2,A,N,440.65
28.12,73.42,1011.49,80.16,C,Y,435.46
19.17,52.9,1016.56,65.23,C,N,458.59
19.67,44.89,1009.43,73.88,C,N,455.2
18.5,46.93,1015,66.81,B,N,455.63
16.36,39.99,1008.91,72.48,A,N,462.5
22.43,63.76,1009.84,75.27,B,N,442.85
30.8,73.56,1007.39,75.78,B,N,432.43
22.07,60.08,1017.68,71.23,B,Y,452.56
15.51,41.76,1022.81,69.55,C,Y,463.82
29.78,69.71,1008.96,67.46,C,Y,434.33
9.61,39.04,1023.45,75.66,B,Y,483.86
31.99,53.53,1004.98,53.53,A,Y,432.43
29.72,74.78,1009.32,55.25,C,Y,438.19
15.47,43.13,1015.11,50.5,C,Y,466.63
4.62,38.44,1016.09,73.14,C,Y,486.84
15.61,41.2,1016.12,75.28,B,Y,467.81
7.35,41.66,1015.55,79.67,A,N,485.35
23.77,61.87,1009.8,54.83,B,N,445.72
10.88,44.63,1020.52,86.81,A,Y,469.57
12.99,43.8,1023.16,64.65,A,Y,466.95
22.99,46.93,1014.15,49.42,C,Y,451.41
24.38,58.2,1016.93,51.61,A,Y,444.36
25.14,69.13,1011.15,85.67,B,Y,433.95
13.21,40.03,1018.12,82.98,C,N,469.75
13.56,39.18,1023.4,63.82,B,Y,470.38
10.6,41.46,1021.23,89.02,A,N,481.3
12.78,41.04,1025.16,85.14,C,Y,461.61
27.44,66.56,1005.51,69.28,A,N,428
23.09,51.19,1009.4,81.61,A,Y,443.22
20.87,57.19,1006.5,77,C,Y,445.95
14.58,42.07,1017.9,86.14,B,Y,460.66
22.12,69.71,1009.7,90.22,B,Y,434.42
16.73,65.94,1013.79,90.19,C,Y,453.39
14.92,41.16,1004.83,83.7,B,N,465.72
21.38,65.12,1015.73,68.02,B,N,448.5
10.55,41.92,1030,91.23,A,Y,470.95
3.31,39.42,1024.05,84.31,A,N,487.19
16.23,43.52,1020.13,76.3,C,N,464.74
27.86,65.18,1012.87,55.53,C,Y,436.26
13.63,43.22,1012.71,72.85,B,Y,464.62
6.91,37.49,1011.05,82.07,C,N,481.88
8.62,39.54,1011.64,82.86,C,Y,483.03
8.51,42.32,1015.08,84.89,C,N,476.6
31.3,70.79,1004.3,54.37,B,Y,428.75
16,43.02,1012.37,39.2,B,N,466.01
11.44,44.2,1018.14,84.9,C,Y,476.12
5.15,45.87,1008.02,98.36,A,N,479.61
24.88,63.91,1009.41,77.75,B,Y,447.28
27.52,74.67,1015.77,72.01,C,N,433.56
32.89,66.44,1009.94,60.55,B,Y,431.54
9.98,39.66,1017.32,77.78,B,N,481.64
25.42,74.22,1009.04,88.55,C,Y,433.97
26.04,52.84,1005.68,65.18,C,Y,439.36
16,48.78,1013.9,88.64,A,N,458.27
14.4,40.2,1013.04,90.5,B,Y,464.5
